date,channel,sub_channel,site,os_type,country,f_value,nb_users,nb_orders,nb_gmv,ab_users,ab_orders,ab_gmv,campaign_id,format,app_id,app_name,creative_type
2025-07-24,SNS Ads,Moloco,app,android,US,bm|moloco|,0.0,0.0,0.0,1,1,69.6,,,,,
2025-07-28,SNS Ads,Moloco,app,android,US,bm|moloco|,0.0,0.0,0.0,1,1,19.18,,,,,
2025-07-29,SNS Ads,Moloco,app,android,US,bm|moloco|,0.0,0.0,0.0,1,1,21.18,,,,,
2025-07-30,SNS Ads,Moloco,app,android,US,bm|moloco|,0.0,0.0,0.0,5,7,354.72,,,,,
2025-07-31,SNS Ads,Moloco,app,android,US,bm|moloco|,1.0,1.0,22.4,3,3,107.7,,,,,
2025-08-01,SNS Ads,Moloco,app,android,US,bm|moloco|,0.0,0.0,0.0,6,11,640.56,,,,,
2025-08-02,SNS Ads,Moloco,app,android,CA,bm|moloco|,0.0,0.0,0.0,1,1,24.99,,,,,
2025-08-02,SNS Ads,Moloco,app,android,ES,bm|moloco|,0.0,0.0,0.0,1,1,17.12,,,,,
2025-08-02,SNS Ads,Moloco,app,android,US,bm|moloco|,0.0,0.0,0.0,4,8,259.33,,,,,
2025-08-02,SNS Ads,Moloco,app,android,US,bm|moloco|TJTyybqmB5FROr4l|,0.0,0.0,0.0,2,2,150.68,TJTyybqmB5FROr4l,,,,
2025-08-03,SNS Ads,Moloco,app,android,US,bm|moloco|TJTyybqmB5FROr4l|,0.0,0.0,0.0,5,7,455.2,TJTyybqmB5FROr4l,,,,
2025-08-03,SNS Ads,Moloco,app,android,US,bm|moloco|,0.0,0.0,0.0,1,1,136.08,,,,,
2025-08-03,SNS Ads,Moloco,app,android,US,bm|moloco|NdSt5juaknXB8Voa|,2.0,4.0,114.4,2,4,114.4,NdSt5juaknXB8Voa,,,,
2025-08-04,SNS Ads,Moloco,app,android,US,bm|moloco|NdSt5juaknXB8Voa|,0.0,0.0,0.0,1,2,171.96,NdSt5juaknXB8Voa,,,,
2025-08-04,SNS Ads,Moloco,app,android,US,bm|moloco|TJTyybqmB5FROr4l|,0.0,0.0,0.0,3,11,607.3,TJTyybqmB5FROr4l,,,,
2025-08-05,SNS Ads,Moloco,app,android,US,bm|moloco|,0.0,0.0,0.0,2,2,130.86,,,,,
2025-08-05,SNS Ads,Moloco,app,android,US,bm|moloco|TJTyybqmB5FROr4l|,0.0,0.0,0.0,3,5,125.98,TJTyybqmB5FROr4l,,,,
2025-08-06,SNS Ads,Moloco,app,android,US,bm|moloco|TJTyybqmB5FROr4l|,0.0,0.0,0.0,3,4,101.46,TJTyybqmB5FROr4l,,,,
2025-08-06,SNS Ads,Moloco,app,android,US,bm|moloco|rNUzqqOlVT1Ss0nm|,0.0,0.0,0.0,1,2,58.4,rNUzqqOlVT1Ss0nm,,,,
2025-08-07,SNS Ads,Moloco,app,android,US,bm|moloco|TJTyybqmB5FROr4l|,0.0,0.0,0.0,5,12,601.96,TJTyybqmB5FROr4l,,,,
2025-08-08,SNS Ads,Moloco,app,android,US,bm|moloco|dHYxn6mpzo9yOH1z|,0.0,0.0,0.0,1,1,103.43,dHYxn6mpzo9yOH1z,,,,
2025-08-08,SNS Ads,Moloco,app,android,US,bm|moloco|TJTyybqmB5FROr4l|,0.0,0.0,0.0,1,1,31.99,TJTyybqmB5FROr4l,,,,
2025-08-08,SNS Ads,Moloco,app,android,US,bm|moloco|NdSt5juaknXB8Voa|,0.0,0.0,0.0,1,1,101.31,NdSt5juaknXB8Voa,,,,
2025-08-09,SNS Ads,Moloco,app,android,IE,bm|moloco|TJTyybqmB5FROr4l|,0.0,0.0,0.0,1,1,47.9,TJTyybqmB5FROr4l,,,,
2025-08-09,SNS Ads,Moloco,app,android,US,bm|moloco|,0.0,0.0,0.0,1,1,23.61,,,,,
2025-08-09,SNS Ads,Moloco,app,android,US,bm|moloco|TJTyybqmB5FROr4l|,0.0,0.0,0.0,3,4,153.19,TJTyybqmB5FROr4l,,,,
2025-08-09,SNS Ads,Moloco,app,android,US,bm|moloco|dHYxn6mpzo9yOH1z|,0.0,0.0,0.0,1,1,42.21,dHYxn6mpzo9yOH1z,,,,
2025-08-09,SNS Ads,Moloco,app,android,US,bm|moloco|rNUzqqOlVT1Ss0nm|,0.0,0.0,0.0,1,1,34.0,rNUzqqOlVT1Ss0nm,,,,
2025-08-10,SNS Ads,Moloco,app,android,US,bm|moloco|NdSt5juaknXB8Voa|,0.0,0.0,0.0,1,1,21.55,NdSt5juaknXB8Voa,,,,
2025-08-10,SNS Ads,Moloco,app,android,US,bm|moloco|TJTyybqmB5FROr4l|,1.0,2.0,67.01,5,7,465.22,TJTyybqmB5FROr4l,,,,
2025-08-10,SNS Ads,Moloco,app,android,US,bm|moloco|dHYxn6mpzo9yOH1z|,1.0,1.0,27.27,2,2,57.59,dHYxn6mpzo9yOH1z,,,,
2025-08-11,SNS Ads,Moloco,app,android,US,bm|moloco|dHYxn6mpzo9yOH1z|,1.0,1.0,12.6,3,3,85.83,dHYxn6mpzo9yOH1z,,,,
2025-08-11,SNS Ads,Moloco,app,android,US,bm|moloco|TJTyybqmB5FROr4l|,0.0,0.0,0.0,4,8,299.51,TJTyybqmB5FROr4l,,,,
2025-08-11,SNS Ads,Moloco,app,android,US,bm|moloco|NdSt5juaknXB8Voa|,0.0,0.0,0.0,2,2,110.92,NdSt5juaknXB8Voa,,,,
2025-08-12,SNS Ads,Moloco,app,android,US,bm|moloco|NdSt5juaknXB8Voa|,0.0,0.0,0.0,1,2,61.3,NdSt5juaknXB8Voa,,,,
2025-08-12,SNS Ads,Moloco,app,android,US,bm|moloco|TJTyybqmB5FROr4l|,0.0,0.0,0.0,4,7,334.89,TJTyybqmB5FROr4l,,,,
2025-08-12,SNS Ads,Moloco,app,android,US,bm|moloco|dHYxn6mpzo9yOH1z|,0.0,0.0,0.0,1,1,70.18,dHYxn6mpzo9yOH1z,,,,
2025-08-13,SNS Ads,Moloco,app,android,US,bm|moloco|TJTyybqmB5FROr4l|,0.0,0.0,0.0,6,14,458.35,TJTyybqmB5FROr4l,,,,
2025-08-13,SNS Ads,Moloco,app,android,US,bm|moloco|dHYxn6mpzo9yOH1z|,0.0,0.0,0.0,2,3,124.9,dHYxn6mpzo9yOH1z,,,,
2025-08-13,SNS Ads,Moloco,app,android,US,bm|moloco|rNUzqqOlVT1Ss0nm|,0.0,0.0,0.0,1,1,62.46,rNUzqqOlVT1Ss0nm,,,,
2025-08-14,SNS Ads,Moloco,app,android,US,bm|moloco|LDtHcUkqqunvlM8X|,0.0,0.0,0.0,1,2,86.23,LDtHcUkqqunvlM8X,,,,
2025-08-14,SNS Ads,Moloco,app,android,US,bm|moloco|TJTyybqmB5FROr4l|,0.0,0.0,0.0,10,13,936.37,TJTyybqmB5FROr4l,,,,
2025-08-14,SNS Ads,Moloco,app,android,US,bm|moloco|dHYxn6mpzo9yOH1z|,0.0,0.0,0.0,1,1,24.97,dHYxn6mpzo9yOH1z,,,,
2025-08-14,SNS Ads,Moloco,app,android,US,bm|moloco|rNUzqqOlVT1Ss0nm|,0.0,0.0,0.0,1,1,25.82,rNUzqqOlVT1Ss0nm,,,,
2025-08-15,SNS Ads,Moloco,app,android,US,bm|moloco|TJTyybqmB5FROr4l|,0.0,0.0,0.0,17,33,1079.9,TJTyybqmB5FROr4l,,,,
2025-08-15,SNS Ads,Moloco,app,android,US,bm|moloco|LDtHcUkqqunvlM8X|,0.0,0.0,0.0,3,9,333.92,LDtHcUkqqunvlM8X,,,,
2025-08-16,SNS Ads,Moloco,app,android,US,bm|moloco|,0.0,0.0,0.0,1,26,1649.52,,,,,
2025-08-16,SNS Ads,Moloco,app,android,US,bm|moloco|B9nx97yUEr0lJI7E|,0.0,0.0,0.0,1,3,48.66,B9nx97yUEr0lJI7E,,,,
2025-08-16,SNS Ads,Moloco,app,android,US,bm|moloco|NdSt5juaknXB8Voa|,0.0,0.0,0.0,2,3,193.34,NdSt5juaknXB8Voa,,,,
2025-08-16,SNS Ads,Moloco,app,android,US,bm|moloco|TJTyybqmB5FROr4l|,0.0,0.0,0.0,7,13,472.79,TJTyybqmB5FROr4l,,,,
2025-08-16,SNS Ads,Moloco,app,android,US,bm|moloco|dHYxn6mpzo9yOH1z|,0.0,0.0,0.0,1,1,14.44,dHYxn6mpzo9yOH1z,,,,
2025-08-17,SNS Ads,Moloco,app,android,US,bm|moloco|B9nx97yUEr0lJI7E|,0.0,0.0,0.0,1,2,206.22,B9nx97yUEr0lJI7E,,,,
2025-08-17,SNS Ads,Moloco,app,android,US,bm|moloco|TJTyybqmB5FROr4l|,0.0,0.0,0.0,10,13,803.93,TJTyybqmB5FROr4l,,,,
2025-08-18,SNS Ads,Moloco,app,android,US,bm|moloco|B9nx97yUEr0lJI7E|,0.0,0.0,0.0,1,1,49.49,B9nx97yUEr0lJI7E,,,,
2025-08-18,SNS Ads,Moloco,app,android,US,bm|moloco|TJTyybqmB5FROr4l|,0.0,0.0,0.0,3,3,66.74,TJTyybqmB5FROr4l,,,,
2025-08-19,SNS Ads,Moloco,app,android,US,bm|moloco|TJTyybqmB5FROr4l|,0.0,0.0,0.0,11,24,1160.24,TJTyybqmB5FROr4l,,,,
2025-08-19,SNS Ads,Moloco,app,android,US,bm|moloco|B9nx97yUEr0lJI7E|,0.0,0.0,0.0,3,6,201.62,B9nx97yUEr0lJI7E,,,,
2025-08-20,SNS Ads,Moloco,app,android,US,bm|moloco|TJTyybqmB5FROr4l|,0.0,0.0,0.0,9,20,739.11,TJTyybqmB5FROr4l,,,,
2025-08-20,SNS Ads,Moloco,app,android,US,bm|moloco|rNUzqqOlVT1Ss0nm|,0.0,0.0,0.0,1,1,27.55,rNUzqqOlVT1Ss0nm,,,,
2025-08-21,SNS Ads,Moloco,app,android,US,bm|moloco|B9nx97yUEr0lJI7E|,0.0,0.0,0.0,1,3,120.08,B9nx97yUEr0lJI7E,,,,
2025-08-21,SNS Ads,Moloco,app,android,US,bm|moloco|LDtHcUkqqunvlM8X|,0.0,0.0,0.0,2,2,89.41,LDtHcUkqqunvlM8X,,,,
2025-08-21,SNS Ads,Moloco,app,android,US,bm|moloco|TJTyybqmB5FROr4l|,0.0,0.0,0.0,11,25,1005.76,TJTyybqmB5FROr4l,,,,
